JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459072.375174,12.561,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.045,Z,,13.801,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.376053,12.562,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.047,Z,,13.813,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.376933,12.563,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.049,Z,,13.805,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.377824,12.569,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.050,Z,,13.803,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.378692,12.564,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.052,Z,,13.801,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.379583,12.572,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.054,Z,,13.809,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.380475,12.571,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.056,Z,,13.813,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.381354,12.574,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.057,Z,,13.806,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.382234,12.573,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.059,Z,,13.821,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.383125,12.575,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.061,Z,,13.794,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.384016,12.580,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.063,Z,,13.814,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.384896,12.569,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.065,Z,,13.804,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.385787,12.578,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.067,Z,,13.819,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.386678,12.573,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.069,Z,,13.811,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.387558,12.574,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.071,Z,,13.803,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.388449,12.580,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.073,Z,,13.807,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.38934,12.581,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.076,Z,,13.819,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.38969,12.441,0.010,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,1.912,Z,17.270,17.499,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.39022,12.580,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.078,Z,,13.807,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.39038,13.209,0.017,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,1.912,Z,17.993,18.239,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.391111,12.583,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.080,Z,,13.812,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.392002,12.582,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.082,Z,,13.813,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.392882,12.587,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.085,Z,,13.821,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.393762,12.583,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.087,Z,,13.797,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.394653,12.584,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.089,Z,,13.813,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.39469,12.125,0.035,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,1.912,Z,17.980,18.069,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.395532,12.580,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.092,Z,,13.802,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.39558,12.466,0.011,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,1.912,Z,17.264,17.477,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.39626,13.181,0.018,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,1.912,Z,17.959,18.206,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.396424,12.585,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.094,Z,,13.797,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.39695,12.096,0.017,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,1.912,Z,18.070,18.069,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.397303,12.575,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.097,Z,,13.802,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.398183,12.583,0.006,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.099,Z,,13.820,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.399074,12.588,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.102,Z,,13.813,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.39932,12.396,0.011,,V,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.914,Z,18.826,18.192,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.399942,12.589,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.104,Z,,13.812,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.40004,12.126,0.011,,R,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.343  K = 11.808,0,1.914,Z,18.859,18.245,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.40069,13.043,0.014,,B,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.915,Z,19.126,18.438,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.400822,12.578,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.107,Z,,13.801,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.403762,12.572,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.116,Z,,13.793,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.404653,12.570,0.006,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.119,Z,,13.796,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.405544,12.574,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.122,Z,,13.794,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.406435,12.575,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.125,Z,,13.811,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.407315,12.577,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.128,Z,,13.795,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.408194,12.570,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.131,Z,,13.812,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.409086,12.573,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.134,Z,,13.796,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.409977,12.568,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.137,Z,,13.806,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.410868,12.576,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.141,Z,,13.802,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.411748,12.562,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.144,Z,,13.802,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.412616,12.570,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.147,Z,,13.807,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.413507,12.576,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.150,Z,,13.812,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.414398,12.560,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.154,Z,,13.800,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.415289,12.570,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.157,Z,,13.797,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.416181,12.564,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.161,Z,,13.805,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.417072,12.562,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.164,Z,,13.800,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.417963,12.567,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.168,Z,,13.799,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.418854,12.570,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.171,Z,,13.799,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.419745,12.563,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.175,Z,,13.810,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.420637,12.560,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.179,Z,,13.803,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.421516,12.563,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.183,Z,,13.808,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.422396,12.557,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.186,Z,,13.808,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.423287,12.561,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.190,Z,,13.809,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.424167,12.565,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.194,Z,,13.809,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.425058,12.564,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.198,Z,,13.820,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.425938,12.566,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.202,Z,,13.808,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.426829,12.571,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.207,Z,,13.814,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.427708,12.563,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.211,Z,,13.821,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.4286,12.564,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.215,Z,,13.813,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.429479,12.573,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.219,Z,,13.817,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.43037,12.572,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.224,Z,,13.821,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.43125,12.573,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.228,Z,,13.815,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.432141,12.575,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.233,Z,,13.821,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.433021,12.570,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.237,Z,,13.823,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.4339,12.578,0.013,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.242,Z,,13.806,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.43478,12.583,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.247,Z,,13.806,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.43735,12.572,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.261,Z,,13.803,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.438241,12.579,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.266,Z,,13.815,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.43912,12.582,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.271,Z,,13.808,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.440012,12.594,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.276,Z,,13.830,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.440891,12.593,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.281,Z,,13.813,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.441782,12.591,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.286,Z,,13.808,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.442674,12.585,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.292,Z,,13.811,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.443565,12.585,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.297,Z,,13.820,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.444444,12.589,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.303,Z,,13.811,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.445324,12.597,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.308,Z,,13.810,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.446215,12.597,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.314,Z,,13.814,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.447095,12.595,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.320,Z,,13.819,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.447975,12.599,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.325,Z,,13.820,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.448854,12.598,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.331,Z,,13.810,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.449734,12.595,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.337,Z,,13.822,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.450625,12.598,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.343,Z,,13.819,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.451505,12.599,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.350,Z,,13.814,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.452396,12.599,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.356,Z,,13.796,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.453275,12.594,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.362,Z,,13.818,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.454155,12.594,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.369,Z,,13.804,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.455046,12.594,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.375,Z,,13.814,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.455938,12.593,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.382,Z,,13.812,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.456817,12.590,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.389,Z,,13.813,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.457697,12.599,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.395,Z,,13.817,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.4586,12.594,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.402,Z,,13.814,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.459479,12.589,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.410,Z,,13.808,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.46018,12.370,0.011,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.213,Z,18.597,17.941,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.46037,12.588,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.417,Z,,13.821,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.46073,12.353,0.011,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.211,Z,18.616,17.948,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.46124,11.819,0.027,,I,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.237  K = 11.781,0,1.208,Z,19.905,19.291,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.461262,12.586,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.424,Z,,13.819,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.46161,11.868,0.024,,I,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.237  K = 11.781,0,1.207,Z,19.833,19.263,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.46215,13.055,0.012,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.204,Z,19.266,18.528,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.462153,12.562,0.026,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.458,Z,,13.800,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.46269,13.079,0.012,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.202,Z,19.274,18.528,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459072.466134,12.585,0.006,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.466,Z,,13.808,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.467025,12.571,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.474,Z,,13.820,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.467905,12.584,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.483,Z,,13.823,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.470914,12.567,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.511,Z,,13.802,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.471806,12.576,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.520,Z,,13.822,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.472685,12.576,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.529,Z,,13.814,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.473553,12.580,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.538,Z,,13.819,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.474444,12.571,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.547,Z,,13.814,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.475336,12.570,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.556,Z,,13.822,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.476215,12.580,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.566,Z,,13.830,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.477083,12.571,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.575,Z,,13.812,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.477975,12.564,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.585,Z,,13.816,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.478854,12.574,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.595,Z,,13.818,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.479734,12.575,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.605,Z,,13.815,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.480613,12.566,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.615,Z,,13.810,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.481505,12.565,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.626,Z,,13.831,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.482384,12.564,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.636,Z,,13.821,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.483275,12.561,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.647,Z,,13.820,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.484155,12.566,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.658,Z,,13.813,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.485058,12.563,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.670,Z,,13.819,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.485938,12.557,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.681,Z,,13.836,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.48682,12.595,0.003,,CV,DJUA,,ENSEMBLE,127,X25646BT,AVG LUM TO V ZEROPOINT,0,1.140,Z,,12.765,,ASASSN-V J181654.06-202117.6,AAVSO,STD,0,,,
2459072.48684,12.553,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.693,Z,,13.821,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.48772,12.548,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.704,Z,,13.808,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.4886,12.554,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.716,Z,,13.831,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.489491,12.559,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.729,Z,,13.841,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.49037,12.555,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.741,Z,,13.823,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.49125,12.557,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.753,Z,,13.818,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.492141,12.553,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.766,Z,,13.825,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.493021,12.547,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.780,Z,,13.816,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.49397,12.555,0.006,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.794,Z,,13.821,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.494896,12.553,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.808,Z,,13.811,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.495845,12.554,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.823,Z,,13.812,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.496736,12.550,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.837,Z,,13.820,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.497639,12.548,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.852,Z,,13.817,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.49853,12.557,0.004,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.866,Z,,13.815,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
2459072.499421,12.544,0.005,,V,DGRA,,ENSEMBLE,CHK1,X25589ATL,,0,1.881,Z,,13.817,,ASASSN-V J181654.06-202117.6,SAAF,STD,,,,
