JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459020.59887,12.994,0.013,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.155,Z,17.594,17.787,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459020.59931,13.026,0.014,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.159,Z,17.640,17.808,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459020.60012,13.086,0.008,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.166,Z,15.831,16.010,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459020.60083,13.266,0.013,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.172,Z,17.208,17.418,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459020.60152,14.139,0.024,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.178,Z,17.955,18.217,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459020.60218,12.710,0.025,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.184,Z,18.258,18.255,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459020.60286,13.082,0.008,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.190,Z,15.802,15.989,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459020.60356,13.244,0.012,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.197,Z,17.182,17.392,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459020.60422,14.151,0.024,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.203,Z,17.933,18.206,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459020.60499,12.759,0.028,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.210,Z,18.284,18.260,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.59856,12.826,0.007,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.176,Z,16.174,16.376,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.59900,12.812,0.007,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.180,Z,16.171,16.370,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.59977,12.739,0.006,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.187,Z,15.711,15.885,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.60039,12.753,0.006,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.193,Z,15.715,15.883,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.60101,13.281,0.006,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.198,Z,15.734,15.920,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.60171,12.825,0.006,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.205,Z,15.729,15.918,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.60232,12.737,0.006,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.211,Z,15.740,15.912,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.60295,12.767,0.006,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.217,Z,15.712,15.899,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.60357,13.282,0.006,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.223,Z,15.738,15.925,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459021.60420,12.831,0.007,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.229,Z,15.764,15.949,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459022.59858,12.420,0.010,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.201,Z,17.587,17.768,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459022.59938,12.472,0.006,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.209,Z,15.832,16.015,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459022.60009,12.587,0.009,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.216,Z,17.217,17.431,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459022.60078,13.379,0.015,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.223,Z,17.959,18.236,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459022.60143,12.172,0.019,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.229,Z,18.254,18.211,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459022.60211,12.468,0.006,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.236,Z,15.881,16.061,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459022.60281,12.607,0.009,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.243,Z,17.193,17.402,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459022.60347,13.363,0.014,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.250,Z,17.939,18.202,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459022.60423,12.169,0.018,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.258,Z,18.229,18.159,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459023.59862,12.364,0.011,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.228,Z,17.597,17.774,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459023.59943,12.388,0.006,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.236,Z,15.883,16.059,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459023.60011,12.508,0.009,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.244,Z,17.267,17.479,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459023.60077,13.253,0.014,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.250,Z,18.001,18.253,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459023.60142,12.180,0.017,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.257,Z,18.163,18.161,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459023.60216,12.384,0.006,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.265,Z,15.900,16.071,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459023.60284,12.525,0.009,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.273,Z,17.251,17.485,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459023.60349,13.266,0.015,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.280,Z,18.028,18.280,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459023.60414,12.157,0.016,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.287,Z,18.247,18.223,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459024.59853,12.421,0.017,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.255,Z,18.255,18.446,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459024.59936,12.406,0.008,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.264,Z,16.536,16.716,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459024.60005,12.559,0.015,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.272,Z,17.884,18.137,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459024.60070,13.278,0.027,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.279,Z,18.713,18.924,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459024.60136,12.170,0.031,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.287,Z,18.887,18.862,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459024.60204,12.425,0.007,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.294,Z,16.508,16.679,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459024.60277,12.539,0.015,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.303,Z,17.922,18.131,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459024.60342,13.246,0.026,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.311,Z,18.766,18.990,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459024.60408,12.154,0.032,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.318,Z,18.934,18.902,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459025.59853,12.770,0.023,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.286,Z,18.783,19.052,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459025.59930,12.797,0.020,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.294,Z,18.367,18.626,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459025.59992,12.787,0.020,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.301,Z,18.377,18.635,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459025.60058,13.314,0.020,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.309,Z,18.421,18.668,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459025.60120,12.872,0.019,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.317,Z,18.325,18.578,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459025.60182,12.774,0.020,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.324,Z,18.355,18.575,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459025.60246,12.756,0.020,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.332,Z,18.365,18.607,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459025.60308,13.330,0.019,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.339,Z,18.310,18.576,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459025.60381,12.897,0.020,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.349,Z,18.311,18.578,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459026.58028,12.416,0.010,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.137,Z,17.551,17.734,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459026.58174,12.580,0.009,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.149,Z,17.189,17.340,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459026.58242,13.332,0.014,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.155,Z,17.933,18.194,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459026.58308,12.197,0.016,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.160,Z,18.143,18.115,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459026.58377,12.447,0.005,,CV,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.166,Z,15.823,16.001,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459026.58444,12.566,0.009,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.172,Z,17.245,17.437,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459026.58509,13.340,0.014,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.177,Z,17.939,18.191,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459026.58585,12.167,0.017,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.185,Z,18.154,18.120,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459027.56493,12.459,0.009,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.049,Z,17.347,17.516,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459027.56538,12.472,0.009,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.052,Z,17.342,17.540,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459027.56694,12.619,0.008,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.061,Z,16.979,17.189,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459027.56760,13.403,0.012,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.066,Z,17.662,17.923,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459027.56825,12.225,0.013,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.070,Z,17.905,17.907,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459027.56960,12.614,0.008,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.079,Z,16.988,17.202,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459027.57031,13.366,0.012,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.083,Z,17.690,17.910,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459027.57095,12.232,0.013,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.088,Z,17.921,17.906,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459028.52539,12.411,0.009,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,1.920,Z,17.377,17.559,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459028.52802,12.564,0.008,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,1.924,Z,17.020,17.248,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459028.52867,13.333,0.013,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,1.925,Z,17.711,17.965,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459028.52933,12.197,0.013,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,1.926,Z,17.936,17.945,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459028.53003,12.571,0.008,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,1.927,Z,17.006,17.222,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459028.53072,13.331,0.013,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,1.929,Z,17.719,17.969,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459029.52567,12.497,0.011,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,1.924,Z,17.367,17.570,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459029.52659,12.656,0.010,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,1.926,Z,17.056,17.277,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459029.52726,13.407,0.017,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,1.927,Z,17.768,18.001,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459029.52797,12.267,0.016,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,1.929,Z,17.956,17.957,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459029.52869,12.641,0.009,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,1.930,Z,17.048,17.262,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459029.52935,13.414,0.015,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,1.931,Z,17.766,18.016,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459029.53002,12.258,0.015,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,1.933,Z,17.937,17.948,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459030.52554,12.380,0.010,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,1.929,Z,17.436,17.629,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459030.52639,12.526,0.010,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,1.931,Z,17.144,17.356,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459030.52704,13.296,0.017,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,1.932,Z,17.855,18.119,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459030.52775,12.161,0.017,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,1.934,Z,18.002,17.996,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459030.52845,12.544,0.010,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,1.935,Z,17.109,17.340,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459030.52910,13.279,0.017,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,1.937,Z,17.841,18.088,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459030.52976,12.146,0.017,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,1.938,Z,17.977,17.986,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459031.56051,12.502,0.007,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.091,Z,16.145,16.339,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459031.56095,12.485,0.006,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.094,Z,16.165,16.344,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459031.56259,12.977,0.006,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.106,Z,15.716,15.910,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459032.56060,12.412,0.013,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.111,Z,17.594,17.802,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459032.56105,12.418,0.011,,R,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.127  K = 12.134,0,2.115,Z,17.521,17.707,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459032.56207,12.569,0.010,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.123,Z,17.143,17.355,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459032.56273,13.297,0.015,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.128,Z,17.818,18.053,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459032.56339,12.197,0.022,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.133,Z,18.163,18.135,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459032.56408,12.568,0.010,,V,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.081  K = 12.280,0,2.138,Z,17.141,17.353,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459032.56473,13.309,0.016,,B,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.622  K = 12.874,0,2.144,Z,17.892,18.127,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459032.56545,12.196,0.025,,I,VMT,,UCAC4 349-129593,UCAC4 349-129676,X25493ENB,STANDARD MAG: C = 12.161  K = 11.992,0,2.150,Z,18.233,18.189,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459036.47443,12.370,0.027,,V,DFS,,UCAC4 349-129593,UCAC4 349-129379,,STANDARD MAG: C = 11.932  K = 12.124,0,1.926,Z,18.394,18.580,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459036.47514,12.277,0.024,,R,DFS,,UCAC4 349-129593,UCAC4 349-129379,,STANDARD MAG: C = 11.994  K = 11.513,0,1.925,Z,18.392,18.063,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459036.47578,13.047,0.027,,B,DFS,,UCAC4 349-129593,UCAC4 349-129379,,STANDARD MAG: C = 12.421  K = 13.757,0,1.924,Z,18.651,19.680,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459036.54786,12.449,0.012,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.269,Z,18.546,17.879,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459036.54841,12.444,0.012,,V,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.266,Z,18.542,17.882,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459036.54891,11.943,0.024,,I,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.237  K = 11.781,0,1.263,Z,19.836,19.255,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459036.54929,11.921,0.020,,I,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.237  K = 11.781,0,1.261,Z,19.821,19.248,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459036.54982,13.182,0.016,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.258,Z,19.239,18.498,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459036.55038,13.177,0.016,,B,HMB,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.959  K = 12.232,0,1.255,Z,19.261,18.518,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459037.47445,12.455,0.026,,V,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.450  K = 11.829,0,1.921,Z,18.926,18.320,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
2459037.47517,12.214,0.023,,R,DFS,,UCAC4 349-129678,UCAC4 349-129865,,STANDARD MAG: C = 12.343  K = 11.808,0,1.920,Z,18.923,18.325,,ASASSN-V J181654.06-202117.6,VVS,STD,,,,
