HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457813.85508,2017-03-01.3573412,be,1.50,15.513,12.611,0.016,34.636,0.497,V
2457813.85640,2017-03-01.3586548,be,1.57,15.539,12.566,0.015,36.083,0.485,V
2457820.88056,2017-03-08.3821621,be,1.53,15.581,12.616,0.015,34.483,0.470,V
2457820.88186,2017-03-08.3834591,be,1.45,15.553,12.573,0.014,35.871,0.477,V
2457822.83377,2017-03-10.3351855,be,1.54,15.349,12.563,0.019,36.195,0.633,V
2457822.83506,2017-03-10.3364778,be,1.59,15.429,12.593,0.018,35.207,0.580,V
2457822.83632,2017-03-10.3377383,be,1.57,15.555,12.584,0.016,35.490,0.538,V
2457824.83189,2017-03-12.3331155,be,1.49,15.264,12.611,0.021,34.654,0.650,V
2457824.83321,2017-03-12.3344284,be,1.55,15.220,12.593,0.021,35.205,0.677,V
2457824.83450,2017-03-12.3357239,be,1.42,15.328,12.580,0.019,35.632,0.620,V
2457828.14118,2017-03-15.6420740,ba,1.71,15.471,12.609,0.017,34.700,0.528,V
2457828.14245,2017-03-15.6433489,ba,1.61,15.491,12.577,0.016,35.705,0.526,V
2457828.14373,2017-03-15.6446256,ba,1.53,15.467,12.532,0.016,37.248,0.546,V
2457830.82612,2017-03-18.3267478,be,1.51,15.314,12.595,0.019,35.156,0.622,V
2457830.82743,2017-03-18.3280569,be,1.49,15.396,12.598,0.018,35.046,0.578,V
2457830.82873,2017-03-18.3293646,be,1.59,15.424,12.602,0.018,34.918,0.573,V
2457836.13524,2017-03-23.6353432,ba,1.61,15.520,12.575,0.016,35.786,0.507,V
2457836.13650,2017-03-23.6366062,ba,1.71,15.424,12.594,0.017,35.189,0.549,V
2457836.13778,2017-03-23.6378832,ba,1.71,15.256,12.521,0.019,37.620,0.634,V
2457836.89010,2017-03-24.3901339,be,1.51,15.575,12.552,0.014,36.584,0.474,V
2457836.89146,2017-03-24.3914895,be,1.45,15.544,12.561,0.015,36.262,0.489,V
2457836.89276,2017-03-24.3927885,be,1.54,15.544,12.555,0.015,36.491,0.488,V
2457837.85973,2017-03-25.3596649,be,1.63,15.560,12.534,0.014,37.186,0.482,V
2457837.86100,2017-03-25.3609337,be,1.65,15.469,12.539,0.016,37.028,0.516,V
2457837.86231,2017-03-25.3622430,be,1.63,15.511,12.548,0.015,36.706,0.501,V
2457840.78781,2017-03-28.2874621,be,1.46,15.600,12.570,0.014,35.949,0.459,V
2457840.79049,2017-03-28.2901342,be,1.54,15.571,12.559,0.015,36.325,0.476,V
2457843.11825,2017-03-30.6176652,ba,1.70,15.561,12.551,0.015,36.613,0.484,V
2457843.11952,2017-03-30.6189273,ba,1.74,15.740,12.557,0.014,36.397,0.442,V
2457843.12079,2017-03-30.6201967,ba,1.76,15.565,12.585,0.015,35.452,0.487,V
2457846.11525,2017-04-02.6143680,ba,2.49,15.430,12.532,0.016,37.248,0.534,V
2457846.11652,2017-04-02.6156354,ba,2.35,15.511,12.510,0.015,38.033,0.511,V
2457846.11780,2017-04-02.6169113,ba,2.27,15.546,12.520,0.014,37.659,0.498,V
2457847.10862,2017-04-03.6076393,ba,1.99,15.681,12.562,0.013,36.214,0.450,V
2457847.10992,2017-04-03.6089395,ba,1.99,15.590,12.583,0.015,35.554,0.492,V
2457847.11120,2017-04-03.6102184,ba,1.95,15.639,12.566,0.014,36.129,0.470,V
2457847.87789,2017-04-04.3768355,be,1.82,15.466,12.570,0.016,35.990,0.524,V
2457847.87919,2017-04-04.3781355,be,1.78,15.503,12.571,0.016,35.922,0.507,V
2457847.88046,2017-04-04.3793984,be,1.80,15.512,12.564,0.015,36.169,0.502,V
2457852.09878,2017-04-08.5973194,ba,1.99,15.545,12.544,0.015,36.823,0.496,V
2457852.10005,2017-04-08.5985885,ba,2.00,15.501,12.528,0.015,37.364,0.523,V
2457852.10132,2017-04-08.5998553,ba,2.00,15.463,12.502,0.015,38.299,0.541,V
2457853.75231,2017-04-10.2506849,be,1.71,15.304,12.528,0.018,37.381,0.606,V
2457853.75359,2017-04-10.2519599,be,2.06,15.196,12.555,0.020,36.467,0.658,V
2457853.75485,2017-04-10.2532269,be,2.03,15.330,12.556,0.018,36.429,0.592,V
2457856.74253,2017-04-13.2406200,be,1.61,15.249,12.590,0.020,35.335,0.632,V
2457856.74379,2017-04-13.2418873,be,1.55,15.386,12.617,0.018,34.438,0.570,V
2457856.74506,2017-04-13.2431511,be,1.54,15.360,12.586,0.018,35.423,0.571,V
2457869.10124,2017-04-25.598225,ba,2.21,15.463,12.582,0.016,35.567,0.526,V
2457869.10255,2017-04-25.5995337,ba,2.19,15.496,12.577,0.016,35.721,0.516,V
2457869.10382,2017-04-25.6008013,ba,2.13,15.541,12.550,0.015,36.647,0.510,V
2457869.87173,2017-04-26.3686502,be,1.48,15.552,12.551,0.015,36.607,0.502,V
2457869.87301,2017-04-26.3699315,be,1.50,15.591,12.554,0.014,36.499,0.489,V
2457869.87429,2017-04-26.3712128,be,1.61,15.555,12.559,0.015,36.348,0.498,V
2457871.71144,2017-04-28.2082015,be,1.63,15.572,12.559,0.015,36.338,0.494,V
2457871.71269,2017-04-28.2094553,be,1.59,15.580,12.563,0.015,36.214,0.487,V
2457871.71396,2017-04-28.2107206,be,1.66,15.560,12.584,0.015,35.485,0.501,V
2457872.73712,2017-04-29.2337943,be,1.53,15.587,12.558,0.014,36.372,0.477,V
2457872.73838,2017-04-29.2350556,be,1.53,15.539,12.522,0.015,37.579,0.495,V
2457872.73964,2017-04-29.2363204,be,1.53,15.517,12.520,0.015,37.689,0.506,V
2457873.75955,2017-04-30.2561432,be,1.52,15.560,12.552,0.015,36.546,0.484,V
2457873.76080,2017-04-30.2574033,be,1.46,15.516,12.543,0.015,36.860,0.495,V
2457876.75078,2017-05-03.2471402,be,1.56,15.624,12.515,0.013,37.858,0.453,V
2457876.75205,2017-05-03.2484021,be,1.41,15.569,12.554,0.015,36.501,0.477,V
2457876.75331,2017-05-03.2496675,be,1.48,15.525,12.561,0.015,36.268,0.495,V
2457881.01894,2017-05-07.5149841,ba,2.03,15.446,12.581,0.017,35.626,0.546,V
2457881.02022,2017-05-07.5162578,ba,1.99,15.418,12.486,0.016,38.860,0.554,V
2457881.02149,2017-05-07.5175331,ba,2.01,15.467,12.562,0.016,36.228,0.533,V
2457885.00515,2017-05-11.5009115,ba,2.04,15.159,12.587,0.022,35.397,0.702,V
2457885.00643,2017-05-11.5021824,ba,2.06,15.071,12.556,0.023,36.430,0.758,V
2457885.00770,2017-05-11.5034606,ba,2.04,15.070,12.490,0.021,38.703,0.753,V
2457891.04650,2017-05-17.5418646,ba,2.11,15.514,12.521,0.015,37.608,0.517,V
2457891.04777,2017-05-17.5431333,ba,2.09,15.454,12.518,0.016,37.744,0.539,V
2457892.02753,2017-05-18.5228447,ba,2.11,15.583,12.589,0.015,35.336,0.484,V
2457892.02880,2017-05-18.5241082,ba,2.09,15.433,12.485,0.015,38.902,0.552,V
2457892.03008,2017-05-18.5253849,ba,2.09,15.565,12.558,0.015,36.365,0.496,V
2457894.01656,2017-05-20.5117501,ba,1.64,15.589,12.542,0.014,36.897,0.476,V
2457894.01782,2017-05-20.5130160,ba,1.65,15.626,12.534,0.014,37.209,0.470,V
2457894.01910,2017-05-20.5142891,ba,1.69,15.552,12.554,0.015,36.497,0.502,V
2457894.76693,2017-05-21.2620815,be,1.51,15.565,12.524,0.014,37.522,0.481,V
2457894.76820,2017-05-21.2633527,be,1.50,15.599,12.529,0.013,37.330,0.458,V
2457894.76946,2017-05-21.2646140,be,1.47,15.569,12.520,0.013,37.652,0.470,V
2457900.01902,2017-05-26.5139047,ba,1.68,15.675,12.520,0.013,37.663,0.459,V
2457900.02029,2017-05-26.5151709,ba,1.67,15.703,12.549,0.014,36.682,0.455,V
2457900.02158,2017-05-26.5164560,ba,1.63,15.657,12.567,0.014,36.068,0.453,V
2457902.97855,2017-05-29.4732939,ba,1.66,15.311,12.588,0.019,35.367,0.614,V
2457902.97981,2017-05-29.4745567,ba,1.57,15.327,12.564,0.018,36.177,0.590,V
2457902.98109,2017-05-29.4758348,ba,1.55,14.978,12.484,0.023,38.947,0.823,V
2457903.96047,2017-05-30.4551687,ba,2.02,15.673,12.538,0.013,37.038,0.453,V
2457903.96173,2017-05-30.4564388,ba,2.02,15.637,12.522,0.013,37.590,0.456,V
2457903.96301,2017-05-30.4577125,ba,2.05,15.668,12.557,0.013,36.385,0.449,V
2457904.76146,2017-05-31.2561295,be,1.54,15.580,12.584,0.014,35.518,0.466,V
2457904.76272,2017-05-31.2573901,be,1.44,15.564,12.558,0.015,36.392,0.481,V
2457904.76398,2017-05-31.2586570,be,1.50,15.497,12.583,0.016,35.526,0.502,V
2457907.94643,2017-06-03.4409778,ba,1.99,15.534,12.569,0.015,36.012,0.494,V
2457907.94771,2017-06-03.4422525,ba,2.02,15.560,12.547,0.015,36.713,0.498,V
2457907.94898,2017-06-03.4435270,ba,1.99,15.517,12.586,0.016,35.435,0.510,V
2457908.81419,2017-06-04.3087056,be,1.51,15.507,12.584,0.016,35.514,0.518,V
2457908.81546,2017-06-04.3099732,be,1.54,15.506,12.583,0.016,35.557,0.516,V
2457908.81672,2017-06-04.3112401,be,1.53,15.531,12.562,0.015,36.241,0.501,V
2457912.93654,2017-06-08.4309201,ba,2.02,14.351,12.594,0.045,35.189,1.449,V
2457912.93780,2017-06-08.4321848,ba,2.00,14.348,12.493,0.042,38.629,1.465,V
2457912.93906,2017-06-08.4334523,ba,2.27,13.873,12.693,0.076,32.102,2.224,V
2457917.74271,2017-06-13.2369744,be,1.58,15.348,12.561,0.018,36.263,0.577,V
2457917.74397,2017-06-13.2382451,be,1.52,15.413,12.539,0.017,37.005,0.544,V
2457917.74525,2017-06-13.2395168,be,1.57,15.420,12.539,0.016,37.032,0.541,V
2457923.69030,2017-06-19.1844848,be,1.47,15.555,12.569,0.015,36.014,0.482,V
2457923.69159,2017-06-19.1857724,be,1.50,15.573,12.579,0.015,35.682,0.474,V
2457923.69286,2017-06-19.1870405,be,1.55,15.546,12.585,0.015,35.461,0.492,V
2457926.94353,2017-06-22.4376745,ba,1.99,15.617,12.499,0.013,38.392,0.461,V
2457926.94479,2017-06-22.4389394,ba,1.97,15.636,12.542,0.014,36.926,0.470,V
2457926.94607,2017-06-22.4402155,ba,1.75,15.681,12.492,0.013,38.647,0.446,V
2457928.93990,2017-06-24.4340461,ba,1.64,15.596,12.478,0.013,39.146,0.478,V
2457928.94117,2017-06-24.4353206,ba,1.59,15.663,12.524,0.013,37.509,0.446,V
2457928.94244,2017-06-24.4365853,ba,1.65,15.698,12.589,0.014,35.363,0.459,V
2457931.88060,2017-06-27.3747468,ba,2.02,15.609,12.553,0.014,36.550,0.479,V
2457931.88187,2017-06-27.3760163,ba,2.03,15.609,12.524,0.014,37.514,0.480,V
2457931.88313,2017-06-27.3772809,ba,2.07,15.577,12.485,0.014,38.913,0.490,V
2457934.92206,2017-06-30.4162180,ba,2.21,15.497,12.515,0.015,37.834,0.524,V
2457934.92332,2017-06-30.4174829,ba,2.28,15.556,12.502,0.014,38.292,0.499,V
2457934.92461,2017-06-30.4187719,ba,2.29,15.552,12.512,0.014,37.928,0.496,V
2457936.73838,2017-07-02.2325585,be,1.73,15.586,12.568,0.015,36.021,0.476,V
2457936.73965,2017-07-02.2338230,be,1.73,15.535,12.588,0.015,35.375,0.491,V
2457936.74091,2017-07-02.2350857,be,1.72,15.531,12.534,0.015,37.189,0.496,V
2457938.51734,2017-07-04.0115386,be,1.61,15.418,12.562,0.017,36.206,0.541,V
2457938.51860,2017-07-04.0128047,be,1.61,15.333,12.555,0.018,36.440,0.595,V
2457938.51988,2017-07-04.0140715,be,1.65,15.357,12.577,0.018,35.732,0.576,V
2457945.89812,2017-07-11.3924745,ba,1.73,15.229,12.472,0.018,39.373,0.649,V
2457945.89939,2017-07-11.3937375,ba,1.97,15.467,12.540,0.016,36.979,0.544,V
2457945.90065,2017-07-11.3949980,ba,1.98,15.332,12.492,0.018,38.646,0.620,V
2457946.61101,2017-07-12.1053627,be,1.53,15.462,12.541,0.016,36.918,0.527,V
2457946.61227,2017-07-12.1066333,be,1.53,15.430,12.559,0.017,36.348,0.539,V
2457946.61353,2017-07-12.1078966,be,1.54,15.582,12.544,0.014,36.860,0.474,V
2457949.60136,2017-07-15.0958013,be,2.07,15.205,12.527,0.020,37.416,0.671,V
2457949.60262,2017-07-15.0970718,be,2.06,15.135,12.575,0.022,35.810,0.700,V
2457949.60388,2017-07-15.0983354,be,2.05,15.176,12.547,0.020,36.748,0.677,V
2457953.87009,2017-07-19.3646995,ba,1.63,15.583,12.551,0.014,36.603,0.487,V
2457953.87137,2017-07-19.3659710,ba,1.56,15.563,12.498,0.014,38.428,0.492,V
2457953.87266,2017-07-19.3672530,ba,1.58,15.582,12.538,0.014,37.038,0.489,V
2457954.73935,2017-07-20.2339783,be,1.62,15.017,12.571,0.024,35.941,0.783,V
2457954.74061,2017-07-20.2352410,be,1.70,15.076,12.524,0.022,37.513,0.742,V
2457954.74188,2017-07-20.2365054,be,1.65,15.100,12.534,0.022,37.168,0.722,V
2457955.74744,2017-07-21.2421103,be,1.52,15.161,12.517,0.020,37.774,0.697,V
2457955.74871,2017-07-21.2433748,be,1.50,14.779,12.527,0.028,37.405,0.975,V
2457955.74997,2017-07-21.2446401,be,1.60,15.451,12.525,0.016,37.506,0.525,V
2457959.85258,2017-07-25.3474425,ba,1.72,15.606,12.572,0.014,35.898,0.473,V
2457959.85385,2017-07-25.3487064,ba,1.76,15.595,12.527,0.014,37.440,0.486,V
2457959.85511,2017-07-25.3499714,ba,1.65,15.565,12.587,0.015,35.402,0.485,V
2457960.85210,2017-07-26.3469981,ba,1.76,15.641,12.555,0.014,36.459,0.453,V
2457960.85338,2017-07-26.3482783,ba,1.67,15.679,12.622,0.014,34.302,0.445,V
2457960.85473,2017-07-26.3496313,ba,1.65,15.606,12.580,0.014,35.638,0.464,V
2457961.85292,2017-07-27.3478607,ba,1.65,15.673,12.547,0.013,36.724,0.449,V
2457961.85419,2017-07-27.3491405,ba,1.64,15.617,12.567,0.014,36.069,0.462,V
2457963.68504,2017-07-29.1800906,be,1.48,14.648,12.570,0.033,35.958,1.086,V
2457964.68539,2017-07-30.1804842,be,1.53,15.571,12.516,0.014,37.798,0.472,V
2457964.68664,2017-07-30.1817406,be,1.47,15.579,12.519,0.014,37.695,0.474,V
2457964.68801,2017-07-30.1831100,be,1.49,15.579,12.517,0.014,37.778,0.472,V
2457972.81515,2017-08-07.3107282,ba,1.63,15.206,12.503,0.019,38.257,0.668,V
2457972.81642,2017-08-07.3119901,ba,1.97,15.118,12.545,0.021,36.831,0.708,V
2457972.81768,2017-08-07.3132554,ba,1.95,15.111,12.517,0.021,37.780,0.721,V
2457974.80693,2017-08-09.3026347,ba,1.75,15.448,12.625,0.017,34.196,0.547,V
2457974.80820,2017-08-09.3038998,ba,1.59,15.477,12.639,0.017,33.770,0.539,V
2457974.80947,2017-08-09.3051767,ba,1.72,15.456,12.557,0.017,36.428,0.559,V
2457977.79862,2017-08-12.2945274,ba,1.97,15.577,12.599,0.015,35.013,0.487,V
2457977.79989,2017-08-12.2958003,ba,1.98,15.657,12.581,0.014,35.611,0.449,V
2457977.80116,2017-08-12.2970726,ba,1.75,15.650,12.588,0.014,35.387,0.452,V
2457980.79114,2017-08-15.2872689,ba,1.79,15.609,12.597,0.015,35.082,0.464,V
2457980.79241,2017-08-15.2885346,ba,1.67,15.666,12.499,0.013,38.402,0.447,V
2457980.79368,2017-08-15.2898120,ba,1.68,15.649,12.562,0.014,36.251,0.455,V
2457981.78914,2017-08-16.2853416,ba,1.64,15.633,12.583,0.014,35.556,0.462,V
2457981.79040,2017-08-16.2866069,ba,1.61,15.667,12.577,0.014,35.720,0.454,V
2457981.79169,2017-08-16.2878939,ba,1.76,15.624,12.543,0.014,36.889,0.466,V
2457982.78593,2017-08-17.2822047,ba,1.66,15.630,12.548,0.014,36.706,0.456,V
2457982.78719,2017-08-17.2834723,ba,1.66,15.637,12.448,0.013,40.241,0.461,V
2457982.78846,2017-08-17.2847381,ba,1.64,15.648,12.565,0.014,36.126,0.460,V
2457983.77506,2017-08-18.2714123,ba,1.63,15.663,12.529,0.013,37.355,0.446,V
2457983.77633,2017-08-18.2726868,ba,1.59,15.680,12.555,0.013,36.446,0.457,V
2457983.77761,2017-08-18.2739614,ba,1.72,15.580,12.534,0.014,37.203,0.485,V
2457984.77613,2017-08-19.2725574,ba,1.72,15.649,12.626,0.015,34.140,0.447,V
2457984.77740,2017-08-19.2738306,ba,1.62,15.632,12.558,0.014,36.348,0.461,V
2457984.77868,2017-08-19.2751074,ba,1.77,15.598,12.530,0.014,37.297,0.470,V
2457985.77335,2017-08-20.2698574,ba,1.62,15.616,12.471,0.013,39.396,0.478,V
2457985.77461,2017-08-20.2711202,ba,1.68,15.638,12.502,0.013,38.280,0.472,V
2457985.77588,2017-08-20.2723833,ba,1.69,15.622,12.526,0.014,37.463,0.451,V
2457989.76037,2017-08-24.2572077,ba,1.70,15.717,12.542,0.013,36.896,0.438,V
2457989.76163,2017-08-24.2584680,ba,1.68,15.632,12.576,0.014,35.777,0.458,V
2457989.76290,2017-08-24.2597344,ba,1.66,15.541,12.564,0.015,36.174,0.493,V
2457991.75607,2017-08-26.2530712,ba,1.67,15.647,12.428,0.013,40.984,0.481,V
2457992.74997,2017-08-27.2470511,ba,1.68,15.582,12.578,0.015,35.711,0.482,V
2457992.75124,2017-08-27.2483322,ba,1.64,15.609,12.561,0.014,36.279,0.475,V
2458000.73174,2017-09-04.2295418,ba,1.63,15.190,12.465,0.019,39.638,0.682,V
2458001.72687,2017-09-05.2247656,ba,1.94,15.063,12.497,0.022,38.480,0.750,V
2458002.62466,2017-09-06.1226324,be,1.53,14.894,12.581,0.027,35.597,0.866,V
2458002.62594,2017-09-06.1239046,be,1.69,14.948,12.519,0.024,37.672,0.829,V
2458002.62721,2017-09-06.1251806,be,1.58,14.770,12.490,0.028,38.719,0.967,V
2458005.63811,2017-09-09.1363677,be,1.53,15.352,12.546,0.017,36.777,0.592,V
2458005.63939,2017-09-09.1376399,be,1.62,15.319,12.533,0.018,37.202,0.594,V
2458005.64065,2017-09-09.1389037,be,1.75,15.329,12.566,0.018,36.104,0.587,V
2458007.55421,2017-09-11.0526465,be,1.68,15.538,12.554,0.015,36.488,0.507,V
2458007.55548,2017-09-11.0539134,be,1.59,15.520,12.544,0.015,36.861,0.504,V
2458007.55675,2017-09-11.0551848,be,1.55,15.595,12.529,0.014,37.365,0.471,V
2458010.60073,2017-09-14.0994591,be,1.50,15.488,12.546,0.016,36.794,0.514,V
2458010.60199,2017-09-14.1007236,be,1.54,15.552,12.521,0.014,37.638,0.479,V
2458010.60325,2017-09-14.1019842,be,1.49,15.559,12.522,0.014,37.583,0.482,V
2458013.52042,2017-09-17.0194302,be,1.72,15.548,12.537,0.015,37.075,0.491,V
2458013.52170,2017-09-17.0207047,be,1.69,15.491,12.527,0.015,37.434,0.528,V
2458013.52296,2017-09-17.0219677,be,1.71,15.509,12.539,0.015,37.016,0.512,V
2458016.58309,2017-09-20.0824013,be,2.02,15.478,12.541,0.016,36.961,0.534,V
2458016.58437,2017-09-20.0836800,be,2.01,15.426,12.510,0.016,38.018,0.550,V
2458016.58564,2017-09-20.0849513,be,2.03,15.471,12.533,0.016,37.212,0.532,V
2458019.53851,2017-09-23.0381069,be,1.54,15.542,12.550,0.015,36.620,0.490,V
2458019.53976,2017-09-23.0393660,be,1.64,15.530,12.544,0.015,36.836,0.501,V
2458019.54104,2017-09-23.0406424,be,1.58,15.520,12.530,0.015,37.334,0.501,V
2458028.48137,2017-10-01.9818497,be,1.54,15.340,12.549,0.018,36.658,0.593,V
2458028.48266,2017-10-01.9831358,be,1.61,15.253,12.531,0.019,37.275,0.632,V
2458028.48392,2017-10-01.9844005,be,1.50,15.328,12.531,0.018,37.314,0.591,V
2458031.50944,2017-10-05.0102121,be,1.65,14.037,12.628,0.061,34.093,1.885,V
2458031.51070,2017-10-05.0114795,be,1.53,14.004,12.537,0.058,37.055,1.965,V
2458031.51197,2017-10-05.0127581,be,1.45,13.623,12.741,0.100,30.733,2.808,V
2458032.53706,2017-10-06.0379469,be,1.53,15.179,12.516,0.020,37.792,0.679,V
2458032.53834,2017-10-06.0392211,be,1.52,15.240,12.538,0.019,37.043,0.637,V
2458032.53960,2017-10-06.0404843,be,1.62,15.313,12.530,0.018,37.323,0.598,V
2458034.49123,2017-10-07.9923074,be,1.54,15.185,12.535,0.020,37.137,0.673,V
2458034.49250,2017-10-07.9935695,be,1.59,15.230,12.572,0.020,35.920,0.644,V
2458034.49377,2017-10-07.9948447,be,1.60,15.276,12.593,0.019,35.213,0.626,V
2458036.51141,2017-10-10.0126710,be,1.52,15.504,12.572,0.016,35.883,0.506,V
2458036.51267,2017-10-10.0139353,be,1.59,15.483,12.588,0.016,35.375,0.518,V
2458036.51393,2017-10-10.0151993,be,1.54,15.541,12.578,0.015,35.696,0.487,V
2458037.51182,2017-10-11.0131843,be,1.51,15.466,12.544,0.016,36.827,0.520,V
2458037.51310,2017-10-11.0144614,be,1.53,15.579,12.564,0.015,36.171,0.478,V
2458037.51437,2017-10-11.0157359,be,1.49,15.459,12.557,0.016,36.408,0.520,V
2458039.51936,2017-10-13.0209182,be,2.41,15.368,12.520,0.017,37.651,0.599,V
2458039.52064,2017-10-13.0221951,be,2.45,15.394,12.528,0.017,37.384,0.583,V
2458039.52192,2017-10-13.0234712,be,2.42,15.405,12.563,0.017,36.195,0.575,V
2458040.52057,2017-10-14.0222180,be,2.08,15.395,12.577,0.017,35.711,0.568,V
2458040.52183,2017-10-14.0234833,be,2.09,15.378,12.555,0.017,36.473,0.575,V
2458040.52311,2017-10-14.0247590,be,2.05,15.445,12.545,0.016,36.810,0.539,V
2458041.52397,2017-10-15.0257140,be,1.49,15.501,12.567,0.016,36.079,0.510,V
2458041.52523,2017-10-15.0269832,be,1.52,15.523,12.536,0.015,37.119,0.503,V
2458041.52650,2017-10-15.0282480,be,1.60,15.512,12.552,0.015,36.583,0.498,V
2458045.51120,2017-10-19.0133253,be,1.57,15.491,12.579,0.016,35.675,0.520,V
2458045.51247,2017-10-19.0145885,be,1.51,15.595,12.578,0.015,35.707,0.474,V
2458045.51375,2017-10-19.0158718,be,1.53,15.499,12.569,0.016,35.997,0.513,V
2458046.50801,2017-10-20.0102228,be,1.47,15.455,12.551,0.016,36.585,0.537,V
2458046.50930,2017-10-20.0115033,be,1.45,15.514,12.556,0.015,36.415,0.502,V
2458046.51055,2017-10-20.0127623,be,1.47,15.539,12.545,0.015,36.816,0.490,V
2458047.50787,2017-10-21.0101763,be,1.54,15.551,12.532,0.015,37.252,0.493,V
2458047.50914,2017-10-21.0114414,be,1.65,15.496,12.562,0.016,36.226,0.519,V
2458047.51041,2017-10-21.0127057,be,1.57,15.517,12.543,0.015,36.874,0.503,V
2458048.50117,2017-10-22.0035664,be,1.58,15.513,12.584,0.016,35.520,0.507,V
2458048.50244,2017-10-22.0048315,be,1.51,15.429,12.583,0.017,35.544,0.550,V
2458048.50370,2017-10-22.0060968,be,1.47,15.498,12.577,0.016,35.743,0.511,V
2458049.49779,2017-10-23.0002701,be,1.50,15.115,12.559,0.022,36.315,0.708,V
2458049.49907,2017-10-23.0015459,be,1.35,15.137,12.552,0.021,36.562,0.703,V
2458049.50033,2017-10-23.0028138,be,1.44,15.051,12.577,0.023,35.730,0.750,V
2458167.89901,2018-02-18.4022468,be,2.03,15.133,12.606,0.022,34.815,0.700,V
2458170.89117,2018-02-21.3941513,be,1.46,15.305,12.573,0.018,35.861,0.596,V
2458170.89244,2018-02-21.3954247,be,1.48,15.375,12.566,0.017,36.080,0.566,V
2458170.89371,2018-02-21.3966993,be,1.36,15.293,12.570,0.018,35.953,0.599,V
2458171.87842,2018-02-22.3813208,be,1.40,15.443,12.540,0.016,37.000,0.528,V
2458171.87969,2018-02-22.3825930,be,1.40,15.443,12.573,0.017,35.864,0.533,V
2458171.88097,2018-02-22.3838736,be,1.42,15.408,12.556,0.017,36.445,0.547,V
2458175.86370,2018-02-26.3662497,be,1.44,15.452,12.568,0.016,36.018,0.526,V
2458175.86496,2018-02-26.3675172,be,1.39,15.499,12.564,0.016,36.157,0.504,V
2458175.86624,2018-02-26.3687920,be,1.41,15.450,12.572,0.016,35.910,0.527,V
2458179.85328,2018-03-02.3554678,be,1.47,15.059,12.567,0.023,36.079,0.744,V
2458179.85455,2018-03-02.3567383,be,1.40,15.031,12.558,0.023,36.379,0.767,V
2458179.85582,2018-03-02.3580075,be,1.44,14.971,12.572,0.025,35.894,0.806,V
2458180.88026,2018-03-03.3823574,be,1.38,15.251,12.551,0.019,36.609,0.626,V
2458180.88154,2018-03-03.3836361,be,1.38,15.291,12.599,0.019,35.032,0.608,V
2458180.88280,2018-03-03.3848984,be,1.47,15.298,12.580,0.019,35.630,0.603,V
2458182.85086,2018-03-05.3527704,be,1.37,15.235,12.554,0.019,36.497,0.634,V
2458182.85213,2018-03-05.3540407,be,1.37,15.202,12.579,0.021,35.679,0.656,V
2458182.85340,2018-03-05.3553149,be,1.47,15.268,12.538,0.019,37.023,0.631,V
2458185.85247,2018-03-08.3540962,be,1.50,15.173,12.574,0.021,35.826,0.676,V
2458185.85374,2018-03-08.3553679,be,1.48,15.114,12.526,0.021,37.471,0.710,V
2458185.85501,2018-03-08.3566423,be,1.44,15.137,12.544,0.021,36.851,0.693,V
2458193.89114,2018-03-16.3919900,be,1.40,15.497,12.571,0.016,35.911,0.508,V
2458193.89241,2018-03-16.3932549,be,1.45,15.462,12.567,0.016,36.064,0.521,V
2458193.89369,2018-03-16.3945341,be,1.39,15.462,12.557,0.016,36.397,0.522,V
2458194.88657,2018-03-17.3873222,be,1.50,15.507,12.559,0.015,36.323,0.502,V
2458194.88785,2018-03-17.3885978,be,1.47,15.452,12.557,0.016,36.426,0.523,V
2458194.88912,2018-03-17.3898638,be,1.50,15.514,12.549,0.015,36.688,0.496,V
2458196.89268,2018-03-19.3932353,be,1.44,15.535,12.586,0.015,35.448,0.488,V
2458196.89396,2018-03-19.3945128,be,1.42,15.512,12.586,0.015,35.437,0.495,V
2458196.89523,2018-03-19.3957785,be,1.43,15.534,12.576,0.015,35.768,0.486,V
2458197.87350,2018-03-20.3739520,be,1.46,15.487,12.563,0.016,36.192,0.510,V
2458197.87486,2018-03-20.3753079,be,1.39,15.460,12.574,0.015,35.811,0.517,V
2458197.87611,2018-03-20.3765635,be,1.42,15.557,12.566,0.015,36.105,0.484,V
2458198.89127,2018-03-21.3916211,be,1.46,15.431,12.546,0.016,36.741,0.534,V
2458198.89254,2018-03-21.3928913,be,1.44,15.414,12.554,0.017,36.494,0.543,V
2458198.89381,2018-03-21.3941587,be,1.52,15.518,12.570,0.015,35.936,0.497,V
2458199.82252,2018-03-22.3227822,be,1.40,15.589,12.565,0.014,36.147,0.464,V
2458199.82380,2018-03-22.3240599,be,1.38,15.555,12.538,0.015,37.052,0.481,V
2458199.82507,2018-03-22.3253346,be,1.40,15.536,12.556,0.015,36.429,0.493,V
2458200.88585,2018-03-23.3860009,be,1.39,15.508,12.540,0.015,37.002,0.498,V
2458200.88713,2018-03-23.3872829,be,1.41,15.448,12.542,0.015,36.898,0.522,V
2458200.88840,2018-03-23.3885575,be,1.41,15.488,12.546,0.016,36.778,0.507,V
2458202.86199,2018-03-25.3619447,be,1.48,15.491,12.570,0.015,35.943,0.503,V
2458202.86326,2018-03-25.3632195,be,1.43,15.556,12.569,0.015,36.008,0.482,V
